,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day,beh_score,acc_score,threat_score,legal_score,will_score,Nonawareness_score
1885,98198,3,,3,3,3,3,3,3,3,3,3,2,3,1,1,2,1,2,1,1,2,1,2,1.0,1,2,2,2,2,2.0,2,2,2,2.0,2,4,3,3,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,37,3,1,3,5,1,1.0,0.749331321,2.0,,,,2019,6,4,8,6,15,8.0,2,67.0
1886,98052,2,,3,5,4,2,5,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,31,2,4,4,4,1,2.0,0.960588054,1.0,,,,2019,6,4,3,6,11,9.0,0,50.0
1887,98030,2,,5,5,5,3,5,3,2,3,4,3,2,1,2,2,1,1,1,1,2,2,2,1.0,1,2,2,2,2,2.0,1,2,2,1.0,2,3,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,55,4,3,1,1,1,2.0,0.591110627,1.0,,,,2019,6,4,0,5,15,10.0,1,53.0
1888,98002,1,1.0,5,5,5,5,5,4,3,3,4,3,1,1,1,3,2,2,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,51,4,3,1,1,1,2.0,0.704096246,1.0,,,,2019,6,4,0,3,15,7.0,0,39.0
1889,98115,1,3.0,5,5,5,5,5,3,2,4,4,2,3,2,2,2,2,1,1,1,2,3,2,1.0,1,2,1,1,2,1.0,1,1,1,1.0,2,4,4,4,4,4,4,4,2,1,1,2,2,1,1,2,1,1,2,2,2,2,28,2,1,3,1,1,1.0,0.418909577,2.0,,,,2019,6,4,0,5,19,15.0,0,69.0
1890,98122,1,1.0,4,4,5,1,5,4,2,4,4,4,2,2,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,1,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,25,2,1,3,2,1,1.0,0.339316757,2.0,,,,2019,6,4,2,2,12,9.0,0,45.0
1891,98052,3,,3,2,2,2,4,2,3,2,2,1,3,1,3,4,2,3,2,1,2,1,1,2.0,2,1,1,1,1,1.0,2,2,2,1.0,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,23,2,1,2,3,2,2.0,0.31362394,2.0,,,,2019,6,4,9,10,22,13.0,13,64.0
1892,98178,2,,2,3,2,1,3,3,1,3,4,4,2,1,1,2,2,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,2,3,3,3,2,3,4,1,2,1,1,1,1,2,2,2,2,2,2,2,1,50,4,3,2,1,1,2.0,0.704096246,1.0,,,,2019,6,4,10,5,15,9.0,8,91.0
1893,98011,2,,1,1,5,5,5,3,2,4,4,3,1,1,1,2,1,3,1,1,1,1,2,1.0,1,1,2,1,2,2.0,1,1,1,1.0,1,3,4,3,3,3,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2,1,67,5,3,3,2,1,2.0,0.58419743,1.0,,,,2019,6,4,8,4,13,15.0,6,96.0
1894,98199,3,,1,1,3,3,1,4,4,2,2,2,2,4,4,3,4,4,4,4,4,4,1,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,3,1,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,22,2,1,3,1,1,1.0,0.315194627,2.0,,,,2019,6,4,14,6,37,11.0,8,128.0
1895,98102,1,1.0,1,1,5,5,5,4,2,4,4,4,3,4,4,3,2,1,1,2,1,1,2,2.0,2,2,2,2,2,2.0,2,1,2,2.0,2,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,60,4,2,4,5,1,1.0,0.818854924,1.0,,,,2019,6,4,8,2,22,7.0,9,88.0
1896,98133,1,1.0,5,5,3,3,5,4,2,4,4,4,3,2,1,2,1,1,1,1,2,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,1,2,2,2,2,1,54,4,3,3,3,1,2.0,0.704096246,1.0,,,,2019,6,4,2,2,16,8.0,0,46.0
1897,98030,1,1.0,3,4,5,1,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,2,3,3,3,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,38,3,1,1,2,1,2.0,0.456359676,2.0,,,,2019,6,4,5,6,13,9.0,7,77.0
1898,98070,1,1.0,2,3,3,2,3,3,2,3,4,2,3,2,2,3,2,1,1,1,1,3,2,1.0,2,2,2,2,2,2.0,2,2,1,1.0,2,3,3,2,3,3,3,3,1,1,2,1,2,1,2,2,1,1,2,1,2,1,47,3,3,3,5,1,3.0,0.936448007,1.0,,,,2019,6,4,9,6,19,9.0,8,94.0
1899,98188,1,1.0,5,5,5,5,5,4,3,4,4,3,1,1,1,2,2,2,1,1,2,2,2,1.0,2,2,2,2,2,2.0,1,2,2,2.0,2,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,38,3,1,4,1,1,2.0,0.563407008,2.0,,,,2019,6,4,0,2,15,8.0,3,50.0
1900,98008,2,,5,5,3,1,5,3,3,3,3,3,3,1,1,2,1,1,1,1,1,2,1,1.0,2,1,2,1,1,1.0,1,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,17,1,1,1,1,1,1.0,0.31362394,2.0,,,,2019,6,4,2,5,14,14.0,0,65.0
1901,98023,1,1.0,5,5,5,5,5,3,1,3,4,4,1,1,1,2,2,1,1,1,2,1,2,1.0,1,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,55,4,3,1,3,1,2.0,0.591110627,1.0,,,,2019,6,5,0,5,13,10.0,1,51.0
1902,98022,1,1.0,3,3,5,3,3,4,3,3,4,3,1,1,1,3,2,1,1,1,1,1,1,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,2,2,2,1,51,4,3,3,4,1,3.0,0.880120308,1.0,,,,2019,6,5,6,3,13,10.0,1,61.0
1903,98058,1,1.0,3,5,4,3,5,4,2,4,4,3,1,1,1,2,1,1,2,1,1,3,1,1.0,2,2,1,2,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,1,2,2,1,1.0,0.255307648,2.0,,,,2019,6,5,3,3,14,11.0,0,56.0
1904,98074,2,,5,5,5,5,5,4,2,4,4,2,2,1,1,2,1,1,1,1,1,4,2,1.0,2,2,2,1,2,1.0,1,2,1,1.0,2,4,4,4,4,4,4,4,1,2,1,2,1,1,1,2,2,1,1,1,2,1,71,5,3,3,4,1,2.0,0.901539244,1.0,,,,2019,6,5,0,4,15,12.0,0,55.0
1905,98177,1,1.0,5,5,4,5,5,4,2,4,4,2,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,1,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,69,5,3,3,2,1,2.0,0.58419743,1.0,,,,2019,6,5,1,4,11,9.0,0,44.0
1906,98178,3,,3,3,4,2,3,3,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,60,4,2,2,1,1,2.0,0.615680394,1.0,,,,2019,6,5,7,9,11,9.0,7,82.0
1907,98001,2,,1,1,5,5,1,4,3,4,4,4,2,1,2,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,2,1,1,1,1,2,1,67,5,3,3,3,1,2.0,0.721231395,1.0,,,,2019,6,5,12,1,13,7.0,0,59.0
1908,98166,3,,4,3,2,1,2,2,1,3,4,2,2,4,2,1,1,4,4,4,1,3,1,1.0,1,1,2,1,2,2.0,1,1,1,1.0,2,3,3,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,27,2,1,3,1,2,3.0,0.418909577,2.0,,,,2019,6,5,9,8,26,15.0,3,53.0
1909,98042,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,2,1,2,1,54,4,3,2,3,1,2.0,0.704096246,1.0,,,,2019,6,5,0,2,12,10.0,0,44.0
1910,98074,1,1.0,3,5,2,2,5,3,2,4,4,4,2,1,2,2,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,2,4,4,3,4,4,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,62,4,3,3,5,1,2.0,0.786177134,1.0,,,,2019,6,5,5,3,14,8.0,3,60.0
1911,98023,1,1.0,3,3,3,2,3,3,2,4,4,3,2,1,2,2,1,1,1,1,2,2,2,1.0,2,2,2,2,2,1.0,1,2,1,2.0,2,4,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,46,3,2,2,2,1,2.0,0.665785037,1.0,,,,2019,6,5,8,4,15,10.0,1,68.0
1912,98125,1,1.0,3,5,3,5,5,2,2,3,3,3,3,2,2,2,2,1,1,1,2,2,2,1.0,2,2,1,1,1,1.0,2,2,1,2.0,2,2,3,3,3,3,3,3,2,2,2,1,1,1,1,2,2,2,2,2,2,1,57,4,3,3,2,1,1.0,0.478799608,1.0,,,,2019,6,6,4,7,18,12.0,8,93.0
1913,98114,1,6.0,5,5,5,5,5,4,3,4,4,4,2,1,1,2,1,1,1,1,1,1,2,0.0,2,2,2,2,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,60,4,3,3,3,1,2.0,0.747742353,1.0,3.0,3.0,2.0,2021,6,8,0,1,12,13.0,0,52.0
1914,98038,1,7.0,5,5,5,3,5,4,2,4,4,4,2,1,1,2,2,1,1,1,1,1,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,3,4,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,38,3,3,3,5,1,2.0,1.241376161,1.0,2.0,2.0,2.0,2021,6,8,0,2,13,14.0,6,75.0
1915,98121,1,4.0,5,5,5,3,5,3,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,0.0,1,2,2,1,2,0.0,1,1,2,0.0,1,4,4,4,3,3,3,4,1,2,1,2,1,1,1,2,2,1,1,1,2,1,44,3,1,3,2,1,1.0,0.503946517,1.0,3.0,3.0,3.0,2021,6,8,0,3,11,17.0,3,74.0
1916,98178,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,1,18,2,1,1,3,1,2.0,0.29868906,1.0,3.0,2.0,3.0,2021,6,8,0,0,10,14.0,1,55.0
1917,98133,1,1.0,3,4,5,5,5,4,2,3,4,3,1,1,1,2,1,1,1,1,3,2,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,1,1,1,1,2,2,51,4,3,2,1,1,1.0,0.902393949,1.0,1.0,2.0,2.0,2021,6,8,3,4,14,14.0,0,66.0
1918,98134,2,,5,5,5,5,5,3,4,4,4,3,2,1,3,3,2,1,1,2,4,4,2,0.0,2,2,2,1,2,0.0,1,1,2,0.0,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,67,5,3,3,1,1,1.0,1.120773651,1.0,3.0,3.0,3.0,2021,6,8,0,2,23,15.0,1,73.0
1919,98023,1,1.0,2,2,2,2,3,3,1,3,4,3,2,1,1,1,1,1,1,1,3,2,2,0.0,2,2,2,1,2,0.0,1,1,1,0.0,2,2,2,3,3,3,3,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,30,2,3,2,2,1,1.0,1.055818706,1.0,1.0,3.0,2.0,2021,6,8,11,6,14,16.0,10,120.0
1920,98034,2,,1,1,3,2,1,3,2,4,4,1,2,2,1,1,1,1,1,1,1,4,2,0.0,2,1,2,1,1,0.0,1,1,1,0.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,32,2,4,3,3,2,2.0,0.939345086,1.0,2.0,1.0,3.0,2021,6,8,14,6,15,18.0,0,51.5
1921,98093,1,1.0,3,4,2,3,3,2,2,3,4,4,2,1,1,1,2,2,1,1,1,1,2,0.0,2,2,2,1,2,0.0,1,1,1,0.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,2,2,1,2,1,1,2,2,21,2,3,3,2,1,1.0,1.024756973,1.0,2.0,2.0,2.0,2021,6,8,8,5,13,16.0,0,82.0
1922,98003,2,,1,5,5,3,2,4,3,4,4,2,1,1,1,1,1,1,1,1,1,3,1,0.0,2,2,2,2,2,0.0,1,1,2,0.0,2,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,21,2,1,2,1,1,1.0,0.241435503,2.0,1.0,2.0,1.0,2021,6,8,7,3,12,15.0,2,80.0
1923,98056,2,,5,5,5,3,2,4,2,4,4,1,2,2,1,1,1,1,1,1,1,2,2,0.0,2,2,2,2,2,0.0,1,1,2,0.0,2,4,4,4,4,4,4,3,1,1,1,2,1,2,1,2,2,2,1,1,2,2,17,1,4,1,3,1,2.0,0.343824879,1.0,3.0,3.0,3.0,2021,6,8,3,5,13,14.0,1,69.0
1924,98199,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,2,2,0.0,2,2,2,2,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,79,5,3,1,4,2,1.0,2.434378264,1.0,2.0,2.0,2.0,2021,6,8,0,2,12,13.0,0,26.5
1925,98125,2,,3,3,2,2,1,2,2,4,4,1,2,2,1,2,1,1,1,1,1,2,2,0.0,2,2,2,1,2,0.0,1,1,2,0.0,1,3,4,2,2,3,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,51,4,4,1,2,2,1.0,0.875341999,1.0,3.0,3.0,3.0,2021,6,8,11,7,14,16.0,9,59.0
1926,98188,1,1.0,2,2,3,1,3,3,1,3,3,3,2,2,2,2,2,1,1,1,1,2,2,0.0,2,2,2,2,2,0.0,2,2,2,0.0,2,4,3,4,4,3,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,48,3,3,2,3,1,2.0,0.902393949,1.0,2.0,2.0,2.0,2021,6,8,10,7,16,12.0,3,88.0
1927,98002,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,1,1,0.0,1,1,1,0.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,55,4,3,1,1,1,2.0,0.794702018,1.0,2.0,1.0,2.0,2021,6,8,0,0,10,17.0,0,61.0
1928,98028,2,,5,3,5,4,3,4,3,4,4,2,1,1,1,2,1,1,1,1,1,2,2,0.0,2,1,2,2,2,0.0,1,1,2,0.0,2,4,4,3,4,4,4,4,1,2,1,2,1,1,2,2,2,2,2,2,2,2,20,2,3,3,2,1,2.0,1.024756973,1.0,2.0,2.0,2.0,2021,6,8,4,3,12,15.0,1,71.0
1929,98105,2,,5,5,5,5,4,3,2,3,4,3,2,1,1,1,1,1,1,1,1,3,2,0.0,1,2,2,1,1,0.0,1,1,2,0.0,1,4,4,4,3,3,4,4,1,1,2,1,1,2,2,2,1,2,2,2,2,1,20,2,2,3,5,1,2.0,0.652786842,1.0,3.0,3.0,3.0,2021,6,8,1,5,13,18.0,2,80.0
1930,98019,2,,4,5,5,5,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,2,2,0.0,2,2,2,1,2,0.0,1,2,1,0.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,38,3,3,3,4,1,2.0,1.128523783,1.0,1.0,3.0,3.0,2021,6,8,1,2,13,15.0,0,62.0
1931,98011,1,1.0,2,3,3,1,3,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,3,3,3,4,4,4,4,1,2,1,2,2,2,1,2,2,2,2,1,2,2,52,4,3,4,5,1,2.0,1.167803934,1.0,2.0,2.0,2.0,2021,6,8,9,2,11,14.0,3,82.0
1932,98052,2,,5,5,5,5,5,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,1,1,0.0,1,1,2,0.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,85,5,3,2,2,2,2.0,1.015446028,1.0,3.0,2.0,1.0,2021,6,8,0,1,10,16.0,0,29.5
1933,98003,2,,2,3,4,4,2,3,2,4,4,2,2,1,1,1,1,1,1,1,2,2,1,0.0,2,2,1,1,1,0.0,1,1,1,0.0,1,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,44,3,3,2,1,1,1.0,0.834126274,1.0,3.0,3.0,3.0,2021,6,8,9,5,13,20.0,2,102.0
1934,98109,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,1,2,1,2,2,0.0,2,2,2,0.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,27,2,4,4,4,2,1.0,0.907579793,1.0,2.0,2.0,2.0,2021,6,8,0,0,10,14.0,0,26.0
1935,98177,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,2,2,0.0,1,1,2,0.0,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,72,5,3,3,2,1,2.0,1.018885137,1.0,3.0,3.0,3.0,2021,6,8,0,0,10,15.0,0,55.0
1936,98034,2,,5,5,5,5,5,4,4,4,4,4,2,1,2,3,2,2,1,1,1,2,2,0.0,2,2,1,2,2,0.0,1,1,2,0.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,1,79,5,3,3,1,1,2.0,1.511222618,1.0,1.0,3.0,2.0,2021,6,8,0,0,17,15.0,0,62.0
1937,98038,1,3.0,1,1,4,3,2,3,3,3,3,3,2,2,2,4,2,1,1,1,1,2,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,2,1,1,4,4,4,4,1,2,2,1,2,1,1,2,2,1,1,1,2,1,39,3,3,3,5,1,2.0,0.540989283,1.0,2.0,1.0,2.0,2021,6,8,12,5,18,14.0,8,113.0
1938,98125,2,,5,5,5,5,5,3,2,3,3,3,2,2,2,2,1,1,1,1,3,2,2,0.0,2,2,2,2,2,0.0,1,1,1,0.0,2,4,4,4,4,4,3,3,2,2,2,2,1,1,1,2,2,2,2,2,2,1,73,5,3,2,3,1,2.0,0.619945738,1.0,3.0,3.0,3.0,2021,6,8,0,6,17,15.0,2,74.0
1939,98053,1,1.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,3,1,0.0,2,1,1,1,2,0.0,2,2,2,0.0,2,2,2,1,2,2,4,4,1,1,2,2,1,2,1,2,1,2,2,2,2,2,45,3,3,3,2,1,1.0,1.220885931,1.0,1.0,1.0,1.0,2021,6,8,12,11,18,16.0,11,134.0
1940,98102,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,1,2,2,2,2,0.0,1,1,2,0.0,1,4,4,4,4,4,4,4,1,2,2,2,2,1,1,2,2,1,1,1,2,1,70,5,4,4,5,1,1.0,5.090252788,1.0,3.0,3.0,3.0,2021,6,8,0,0,10,16.0,0,58.0
1941,98052,1,1.0,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0.0,2,1,1,1,1,0.0,1,2,2,0.0,2,4,4,2,4,4,4,4,1,2,2,2,2,1,1,2,2,2,2,2,2,1,41,3,3,4,5,1,1.0,0.470425464,1.0,2.0,1.0,1.0,2021,6,8,14,14,12,18.0,2,114.0
1942,98198,2,,3,3,5,2,5,4,1,4,4,4,1,1,1,2,1,1,1,1,1,1,2,0.0,2,2,1,2,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,36,3,3,3,2,1,2.0,0.491808439,1.0,2.0,2.0,2.0,2021,6,8,4,3,11,14.0,0,64.0
1943,98003,2,,5,5,5,3,5,4,1,4,4,4,1,1,1,1,1,1,1,1,2,1,2,0.0,2,2,2,2,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,1,2,1,1,2,2,65,5,3,2,2,1,2.0,0.753089014,1.0,2.0,2.0,2.0,2021,6,8,0,3,11,13.0,0,53.0
1944,98019,2,,5,5,5,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,2,1,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,81,5,3,3,2,1,3.0,1.373838744,1.0,3.0,3.0,3.0,2021,6,8,0,2,13,14.0,0,57.0
1945,98199,2,,3,4,5,2,5,3,1,3,4,3,3,2,1,1,1,1,1,1,1,3,1,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,1,1,2,2,26,2,1,3,1,2,2.0,0.841833657,2.0,1.0,2.0,2.0,2021,6,8,3,6,15,15.0,0,36.0
1946,98052,1,1.0,3,3,2,2,3,2,1,4,4,4,3,1,1,3,2,1,1,1,1,1,2,0.0,1,2,2,2,2,0.0,2,2,1,0.0,2,2,3,3,3,3,3,3,2,2,1,1,1,1,2,1,2,2,1,1,2,1,58,4,3,3,2,1,1.0,1.405724058,1.0,3.0,2.0,2.0,2021,6,8,9,5,15,14.0,8,104.0
1947,98146,1,1.0,3,3,5,2,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,2,2,0.0,2,2,2,2,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,2,2,1,1,2,2,38,3,3,2,4,1,2.0,0.834126274,1.0,3.0,2.0,2.0,2021,6,8,4,3,12,13.0,0,62.0
1948,98102,2,,5,5,5,5,3,3,2,4,4,1,2,1,1,2,1,1,1,1,2,3,2,0.0,1,1,1,1,1,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,1,42,3,3,3,4,1,1.0,0.491808439,1.0,2.0,2.0,2.0,2021,6,8,2,6,15,18.0,0,79.0
1949,98093,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,1,1,0.0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,45,3,3,4,4,1,1.0,1.406918376,1.0,1.0,1.0,1.0,2021,6,8,16,15,10,22.0,21,186.0
1950,98118,2,,2,5,2,4,3,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,2,2,0.0,2,2,1,0.0,2,3,4,3,4,4,3,3,2,2,2,1,1,1,1,2,1,1,1,1,2,2,63,4,3,2,2,1,1.0,0.614087923,1.0,2.0,2.0,2.0,2021,6,8,8,2,10,13.0,4,79.0
1951,98001,1,1.0,4,3,3,3,4,3,1,3,4,4,1,1,1,2,2,1,1,1,1,2,1,0.0,2,2,2,1,2,0.0,1,1,1,0.0,2,3,3,3,4,3,4,4,2,2,2,2,1,1,2,2,1,2,2,2,2,1,41,3,3,3,3,1,2.0,0.442627595,1.0,1.0,3.0,2.0,2021,6,8,6,5,13,17.0,4,93.0
1952,98155,1,1.0,2,2,2,2,2,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,1,0.0,2,2,1,1,2,0.0,1,2,2,0.0,2,2,2,2,3,3,3,3,1,1,2,2,1,1,2,2,2,2,1,1,2,1,35,3,3,3,3,1,1.0,0.442627595,1.0,1.0,1.0,2.0,2021,6,8,12,5,12,16.0,10,119.0
1953,98105,2,,3,5,5,5,5,4,4,3,4,3,3,2,1,1,1,1,1,1,1,2,2,0.0,1,1,2,1,2,0.0,1,2,1,0.0,2,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,30,2,3,4,1,2,1.0,1.36635362,1.0,1.0,1.0,2.0,2021,6,8,2,2,14,17.0,1,37.0
1954,98198,1,1.0,2,2,2,2,5,2,2,3,3,4,3,2,1,2,2,2,1,1,1,2,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,2,2,4,3,3,4,3,2,2,1,1,1,1,1,1,2,2,1,1,2,2,23,2,7,1,3,1,2.0,0.343824879,1.0,1.0,2.0,2.0,2021,6,8,9,6,17,14.0,7,104.0
1955,98022,1,6.0,1,3,5,5,1,2,1,2,3,3,3,2,1,3,2,2,1,1,2,2,2,0.0,2,2,2,1,2,0.0,2,2,1,0.0,2,4,2,4,2,2,3,3,2,2,2,1,2,1,1,2,1,2,1,1,2,2,22,2,3,3,5,1,3.0,1.12723267,1.0,2.0,2.0,2.0,2021,6,8,10,9,19,14.0,8,114.0
1956,98065,1,2.0,5,5,5,3,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,0.0,2,2,2,2,2,0.0,1,1,1,0.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,22,2,1,1,4,2,3.0,0.284041768,1.0,1.0,3.0,3.0,2021,6,8,0,3,10,15.0,0,29.0
1957,98042,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,0.0,2,2,2,2,2,0.0,2,2,1,0.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,78,5,3,2,2,1,2.0,2.069221524,1.0,2.0,2.0,2.0,2021,6,8,0,0,11,13.0,0,50.0
1958,98003,1,1.0,5,5,5,5,5,4,3,4,4,3,1,1,1,1,1,2,1,1,2,2,1,0.0,2,2,2,1,1,0.0,1,1,1,0.0,2,4,4,4,3,3,3,4,1,1,1,2,1,1,1,2,1,2,1,1,2,2,44,3,3,3,2,1,2.0,1.128523783,1.0,3.0,2.0,2.0,2021,6,8,0,2,13,18.0,3,78.0
