zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,year,month,day,latitude,longitutde
98102,1,4.0,Never,Never,Rarely,Just Once,Rarely,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Not Sure,Legal,Illegal,Illegal,Not Sure,Legal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Male,52,4,Hispanic,Associate's / Bachelor's,< $40K,Yes,Urban,0.633757215,2019,5,26,47.63714,-122.321891
98056,1,1.0,Never,Never,Rarely,Never,Rarely,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Likely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,52,4,White,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.704096246,2019,5,26,47.512527,-122.190248
98198,1,2.0,Fairly Often,Never,Rarely,Regularly,Never,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Very Serious Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Male,24,2,Other,High School,$40K - $80K,Yes,Urban,0.708379174,2019,5,26,47.391319,-122.314971
98031,2,,Never,Never,Rarely,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Illegal,Not Sure,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Male,80,5,White,Associate's / Bachelor's,< $40K,Yes,Suburban,1.32982567,2019,5,26,47.405479,-122.195772
98116,1,1.0,Never,Never,Never,Rarely,Never,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Not a Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Legal,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,18,2,Black,High School,$80K - $120K,Yes,Rural,0.646214879,2019,5,26,47.574245,-122.400222
98058,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Not a Threat,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Not a Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,18,2,Asian,High School,< $40K,Yes,Suburban,0.87454219,2019,5,26,47.442737,-122.123973
98023,1,3.0,Never,Never,Just Once,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not a Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Not Sure,Not Sure,Illegal,Illegal,Not Sure,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,17,1,White,High School,< $40K,No,Urban,1.228262068,2019,5,26,47.311491,-122.36281
98101,1,3.0,Never,Never,Rarely,Fairly Often,Never,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Not Sure,Not Sure,Illegal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Legal,Illegal,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Male,33,2,Multiracial,High School,< $40K,Yes,Urban,1.957783313,2019,5,26,47.610902,-122.336422
98006,2,,Regularly,Regularly,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Illegal,Illegal,Legal,Legal,Not Sure,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Male,63,4,White,Associate's / Bachelor's,> $160K,Yes,Suburban,0.786177134,2019,5,26,47.557627,-122.151005
98104,1,3.0,Rarely,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Legal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,37,3,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.642010256,2019,5,26,47.601884,-122.329459
98055,1,1.0,Rarely,Never,Fairly Often,Regularly,Rarely,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Not At All a Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Very Likely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,17,1,Asian,Associate's / Bachelor's,$120 - $160K,Yes,Suburban,1.093177737,2019,5,26,47.446982,-122.201521
98106,1,3.0,Rarely,Rarely,Rarely,Rarely,Rarely,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Not Sure,Legal,Illegal,Legal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,46,3,White,Associate's / Bachelor's,> $160K,Yes,Urban,0.936448007,2019,5,26,47.544034,-122.349874
98053,2,,Never,Never,Rarely,Rarely,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Not Sure,Not Sure,Legal,Illegal,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,74,5,White,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.58419743,2019,5,26,47.669256,-122.008454
98103,1,1.0,Rarely,Rarely,Rarely,Rarely,Never,Somewhat Acceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Male,34,2,White,Master's Or Higher,> $160K,Yes,Urban,2.023664226,2019,5,26,47.678255,-122.338152
98031,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not a Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Not Sure,Not Sure,Legal,Legal,Not Sure,Not Sure,Illegal,Legal,Illegal,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,18,2,White,High School,$40K - $80K,No,Suburban,0.994892275,2019,5,26,47.405479,-122.195772
98115,1,1.0,Just Once,Just Once,Just Once,Rarely,Rarely,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Not Sure,Illegal,Illegal,Illegal,Not Sure,Not Sure,Illegal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Female,30,2,Asian,Associate's / Bachelor's,$40K - $80K,No,Suburban,0.622461059,2019,5,26,47.685746,-122.281589
98002,1,1.0,Rarely,Rarely,Regularly,Rarely,Rarely,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Completely Accptable,Somewhat Acceptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not a Threat,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Legal,Not Sure,Illegal,Legal,Not Sure,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Male,43,3,White,High School,< $40K,Yes,Urban,0.792605254,2019,5,26,47.308286,-122.216812
98103,1,5.0,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Not Sure,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Not Sure,Legal,Illegal,Illegal,Not Sure,Legal,Illegal,Not Sure,Illegal,Illegal,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Male,32,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,1.23245716,2019,5,26,47.678255,-122.338152
98002,1,1.0,Regularly,Never,Never,Rarely,Rarely,Not Sure,Not Sure,Somewhat Unacceptable,Somewhat Unacceptable,Not Sure,Very Serious Threat,Very Serious Threat,Threat,Not At All a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Not Sure,Illegal,Legal,Illegal,Illegal,Legal,Legal,Not Sure,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Male,51,4,White,High School,< $40K,Yes,Urban,0.704096246,2019,5,26,47.308286,-122.216812
98101,1,3.0,Never,Never,Never,Regularly,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Not Sure,Illegal,Illegal,Illegal,Legal,Not Sure,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Male,47,3,Multiracial,Associate's / Bachelor's,$80K - $120K,Yes,Urban,0.697933884,2019,5,26,47.610902,-122.336422
98106,1,3.0,Rarely,Rarely,Never,Rarely,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not Sure,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Threat,Legal,Legal,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Legal,Not Sure,Illegal,Very Unlikely,Somewhat Unlikely,Very Unlikely,Not Sure,Very Unlikely,Not Sure,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Male,37,3,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.642010256,2019,5,26,47.544034,-122.349874
98032,1,2.0,Rarely,Never,Never,Fairly Often,Fairly Often,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Not a Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Legal,Legal,Legal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Male,22,2,Black,High School,$40K - $80K,Yes,Urban,0.523434052,2019,5,26,47.391942,-122.257192
98198,1,1.0,Regularly,Fairly Often,Rarely,Just Once,Regularly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Legal,Legal,Not Sure,Not Sure,Not Sure,Legal,Not Sure,Legal,Not Sure,Not Sure,Legal,Legal,Not Sure,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,29,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,1.23245716,2019,5,26,47.391319,-122.314971
98031,1,1.0,Regularly,Never,Never,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,57,4,White,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.591110627,2019,5,26,47.405479,-122.195772
98391,1,2.0,Fairly Often,Fairly Often,Rarely,Rarely,Never,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not a Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,58,4,White,Master's Or Higher,> $160K,Yes,Suburban,0.786177134,2019,5,26,47.177102,-122.166177
98034,1,1.0,Rarely,Rarely,Just Once,Fairly Often,Rarely,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Legal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,20,2,Asian,Master's Or Higher,$80K - $120K,Yes,Suburban,0.87454219,2019,5,26,47.715769,-122.213748
98122,1,1.0,Regularly,Rarely,Regularly,Regularly,Fairly Often,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Legal,Legal,Legal,Somewhat Likely,Somewhat Likely,Very Likely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,34,2,White,High School,< $40K,Yes,Urban,1.52155205,2019,5,26,47.611046,-122.293207
98072,2,,Rarely,Rarely,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Legal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,65,5,White,Associate's / Bachelor's,< $40K,Yes,Rural,0.721231395,2019,5,26,47.760785,-122.130531
98118,1,4.0,Not Sure,Never,Fairly Often,Fairly Often,Fairly Often,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Not At All a Threat,Illegal,Legal,Illegal,Not Sure,Legal,Not Sure,Illegal,Illegal,Illegal,Legal,Illegal,Legal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,27,2,Other,Associate's / Bachelor's,$40K - $80K,No,Urban,1.585804483,2019,5,26,47.540246,-122.268545
98177,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Legal,Not Sure,Not Sure,Not Sure,Illegal,Illegal,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Male,34,2,White,Some College,< $40K,No,Suburban,1.52155205,2019,5,26,47.742239,-122.376608
98133,2,,Never,Never,Never,Fairly Often,Never,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Male,46,3,Asian,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.565326446,2019,5,26,47.740485,-122.342826
98168,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,63,4,White,Some College,> $160K,Yes,Urban,0.786177134,2019,5,26,47.489569,-122.29996
98102,1,1.0,Never,Never,Regularly,Regularly,Rarely,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Illegal,Not Sure,Illegal,Not Sure,Legal,Legal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Legal,Illegal,Somewhat Unlikely,Very Unlikely,Very Unlikely,Not Sure,Very Unlikely,Not Sure,Not Sure,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Male,35,3,Hispanic,Master's Or Higher,$80K - $120K,Yes,Urban,0.563407008,2019,5,26,47.63714,-122.321891
98118,1,6.0,Never,Never,Never,Fairly Often,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Not Sure,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Male,33,2,Black,High School,$40K - $80K,Yes,Urban,0.992366375,2019,5,26,47.540246,-122.268545
98052,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,66,5,White,Master's Or Higher,$80K - $120K,Yes,Suburban,0.721231395,2019,5,26,47.68099,-122.120531
98040,2,,Never,Never,Just Once,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Male,30,2,White,Master's Or Higher,$120 - $160K,Yes,Urban,1.901940062,2019,5,26,47.567779,-122.232795
